CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,CUENCA,CUERPO DE AGUA,TIPO,SUBTIPO,LONGITUD,LATITUD,PERIODO,DBO_mg/L,CALIDAD_DBO,DQO_mg/L,CALIDAD_DQO,SST_mg/L,CALIDAD_SST,COLI_FEC_NMP_100mL,CALIDAD_COLI_FEC,E_COLI_NMP_100mL,CALIDAD_E_COLI,ENTEROC_NMP_100mL,CALIDAD_ENTEROC,OD_PORC,CALIDAD_OD_PORC,OD_PORC_SUP,CALIDAD_OD_PORC_SUP,OD_PORC_MED,CALIDAD_OD_PORC_MED,OD_PORC_FON,CALIDAD_OD_PORC_FON,TOX_D_48_UT,CALIDAD_TOX_D_48,TOX_V_15_UT,CALIDAD_TOX_V_15,TOX_D_48_SUP_UT,CALIDAD TOX_D_48_SUP,TOX_D_48_FON_UT,CALIDAD_TOX_D_48_FON,TOX_FIS_SUP_15_UT,CALIDAD_TOX_FIS_SUP_15,TOX_FIS_FON_15_UT,CALIDAD_TOX_FIS_FON_15,SEMAFORO,CONTAMINANTES,CUMPLE_CON_DBO,CUMPLE_CON_DQO,CUMPLE_CON_SST,CUMPLE_CON_CF,CUMPLE_CON_E_COLI,CUMPLE_CON_ENTEROC,CUMPLE_CON_OD,CUMPLE_CON_TOX,GRUPO
OCPNO4559,PUENTE LA PALMA,PACIFICO NORTE,SINALOA,NAVOLATO,RÍO CULIACÁN,DREN MARGEN DERECHA,LÓTICO,DREN,"-107,65428","24,83433",2012-2021,"46,295",Contaminada,"161,36",Contaminada,"106,6667",Aceptable,24196,Fuertemente contaminada,24196,Fuertemente contaminada,,,"10,1",Contaminada,,,,,,,"3,3",Toxicidad moderada,"7,0",Toxicidad alta,,,,,,,,,Rojo,"DBO,DQO,CF,E_COLI,OD%L,TOX_L,",NO,NO,SI,NO,NO,ND,NO,NO,LOTICO
OCPNO4560,PRESA DIQUE LA MARIQUITA 4,PACIFICO NORTE,SINALOA,MOCORITO,RÍO PERICOS 2,PRESA DIQUE LA MARIQUITA,LÉNTICO (HUMEDAL),PRESA,"-107,62775","25,00748",2012-2021,"4,87",Buena calidad,"19,5",Buena calidad,"19,3",Excelente,1872,Contaminada,10,Excelente,,,,,"85,4",Excelente,"85,5",Excelente,"82,95",Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LENTICO
OCPNO4561,PRESA DIQUE LA MARIQUITA 3,PACIFICO NORTE,SINALOA,MOCORITO,RÍO PERICOS 2,PRESA DIQUE LA MARIQUITA,LÉNTICO (HUMEDAL),PRESA,"-107,63698","25,02358",2012-2021,<2,Excelente,"18,76",Buena calidad,"10,75",Excelente,"1063,5",Contaminada,"5,75",Excelente,,,,,"94,7",Excelente,"79,4",Excelente,"75,85",Excelente,,,,,<1,No Toxico,<1,No Toxico,"1,4",Toxicidad moderada,<1,No Toxico,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LENTICO
OCPNO4562,PRESA DIQUE LA MARIQUITA 5,PACIFICO NORTE,SINALOA,MOCORITO,RÍO PERICOS 2,PRESA DIQUE LA MARIQUITA,LÉNTICO (HUMEDAL),PRESA,"-107,62794","25,02704",2012-2021,"3,535",Buena calidad,"20,277",Aceptable,"15,94",Excelente,1223,Contaminada,<3,Excelente,,,,,84,Excelente,"75,4",Excelente,"56,9",Buena calidad,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LENTICO
OCPNO4563,PRESA DIQUE LA MARIQUITA 2,PACIFICO NORTE,SINALOA,MOCORITO,RÍO PERICOS 2,DIQUE LA MARIQUITA,LÉNTICO (HUMEDAL),PRESA,"-107,64051","25,03546",2012-2021,"2,015",Excelente,"17,45",Buena calidad,<10,Excelente,911,Aceptable,10,Excelente,,,,,"78,15",Excelente,"61,2",Buena calidad,65,Buena calidad,,,,,<1,No Toxico,<1,No Toxico,"1,5",Toxicidad moderada,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCPNO4564,BAHIA DE ALTATA2 ISA10B,PACIFICO NORTE,SINALOA,CULIACÁN,GRUPO DE CORRIENTES PABELLONES,BAHIA DE ALTATA,COSTERO (HUMEDAL),BAHIA,"-107,55543","24,37924",2012-2021,,,,,"32,67",Buena calidad,36,Excelente,,,<3,Excelente,,,"102,1",Excelente,"103,2",Excelente,"102,2",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPNO4565,BAHÍA ENSENADA PABELLONES 1,PACIFICO NORTE,SINALOA,CULIACÁN,GRUPO DE CORRIENTES PABELLONES,BAHÍA ENSENADA PABELLONES,COSTERO (HUMEDAL),BAHIA,"-107,52880","24,37731",2012-2021,,,,,"32,5",Buena calidad,121,Buena calidad,,,<3,Excelente,,,"103,15",Excelente,"114,9",Buena calidad,"113,9",Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPNO4566,BAHIA DE ALTATA3 ISA10B,PACIFICO NORTE,SINALOA,CULIACÁN,GRUPO DE CORRIENTES PABELLONES,BAHIA DE ALTATA,COSTERO (HUMEDAL),BAHIA,"-107,54128","24,37296",2012-2021,,,,,28,Buena calidad,"57,5",Excelente,,,<3,Excelente,,,"102,45",Excelente,93,Excelente,"93,01",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPNO4567,RIO SAN LORENZO 4,PACIFICO NORTE,SINALOA,CULIACÁN,RÍO SAN LORENZO 2,RIO SAN LORENZO,LÓTICO - COSTERO (HUMEDAL),RÍO,"-107,40150","24,26821",2012-2021,"2,74",Excelente,"146,03",Contaminada,"35,29",Buena calidad,2809,Contaminada,389,Buena calidad,80,Excelente,"88,65",Excelente,"99,05",Excelente,"83,2",Excelente,"80,1",Excelente,"1,6",Toxicidad moderada,<1,No Toxico,,,,,<1,No Toxico,<1,No Toxico,Rojo,"DQO,CF,",SI,NO,SI,NO,SI,SI,SI,SI,COSTERO
OCPNO4568,DESEMBOCADURA RIO SAN LORENZO,PACIFICO NORTE,SINALOA,CULIACÁN,RÍO SAN LORENZO 2,RÍO SAN LORENZO,LÓTICO - COSTERO (HUMEDAL),ESTUARIO,"-107,41320","24,25007",2012-2021,,,,,"24,75",Excelente,121,Buena calidad,,,10,Excelente,,,"99,4",Excelente,,,,,,,<1,No Toxico,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPNO4569,EL DORADO,PACIFICO NORTE,SINALOA,CULIACÁN,RÍO SAN LORENZO 2,RIO SAN LORENZO,LÓTICO (HUMEDAL),RÍO,"-107,35151","24,31147",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,2755,Contaminada,74,Excelente,,,"91,9",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4570,RH10-3 SINALOA,PACIFICO NORTE,SINALOA,CULIACÁN,RÍO SAN LORENZO 2,RIO SAN LORENZO,LÓTICO,RÍO,"-107,35225","24,31101",2012-2021,"2,94",Excelente,"18,3288",Buena calidad,"13,81875",Excelente,3255,Contaminada,110,Excelente,,,"105,05",Excelente,,,,,,,<1,No Toxico,"1,6",Toxicidad moderada,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4570M1,RH10-3 SINALOA,PACIFICO NORTE,SINALOA,CULIACÁN,RÍO SAN LORENZO 2,RIO SAN LORENZO,LÓTICO (HUMEDAL),RÍO,"-107,36681","24,29916",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,1086,Contaminada,52,Excelente,,,"72,6",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4571,"INGENIO EL DORADO, S.A. DE C.V. SINALOA (AGUAS ARRIBA)",PACIFICO NORTE,SINALOA,CULIACÁN,RÍO SAN LORENZO 2,DREN AGRICOLA 0+500,LÓTICO,DESCARGA,"-107,36934","24,32001",2012-2021,<2,Excelente,"15,26",Buena calidad,"49,63",Buena calidad,6488,Contaminada,241,Buena calidad,,,"91,2",Excelente,,,,,,,"1,0",Toxicidad baja,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4573,RIO SAN LORENZO 5,PACIFICO NORTE,SINALOA,CULIACÁN,RÍO SAN LORENZO 2,RIO SAN LORENZO,LÓTICO (HUMEDAL),RÍO,"-107,31950","24,35027",2012-2021,<2,Excelente,<10,Excelente,"12,75",Excelente,"1611,5",Contaminada,41,Excelente,,,"90,3762",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4574,RIO SAN LORENZO 6,PACIFICO NORTE,SINALOA,CULIACÁN,RÍO SAN LORENZO 2,RIO SAN LORENZO,LÓTICO (HUMEDAL),RÍO,"-107,22522","24,40696",2012-2021,<2,Excelente,<10,Excelente,"13,2",Excelente,2613,Contaminada,199,Buena calidad,,,"87,75",Excelente,,,,,,,"1,0",Toxicidad baja,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4576,PUENTE SAN LORENZO (PUENTE CARRETERA INTERNACIONAL),PACIFICO NORTE,SINALOA,CULIACÁN,RÍO SAN LORENZO 2,RIO SAN LORENZO,LÓTICO,RÍO,"-107,09562","24,44614",2012-2021,<2,Excelente,"14,76",Buena calidad,"16,25",Excelente,2303,Contaminada,140,Buena calidad,,,"100,5",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4578,RIO SAN LORENZO 7,PACIFICO NORTE,SINALOA,COSALÁ,RÍO SAN LORENZO 2,RIO SAN LORENZO,LÓTICO,RÍO,"-107,00619","24,44003",2012-2021,<2,Excelente,"15,41",Buena calidad,<10,Excelente,"2053,5",Contaminada,63,Excelente,,,"106,75",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4579,RIO SAN LORENZO 8,PACIFICO NORTE,SINALOA,COSALÁ,RÍO SAN LORENZO 2,RIO SAN LORENZO,LÓTICO,RÍO,"-106,95173","24,48826",2012-2021,<2,Excelente,"15,96",Buena calidad,<10,Excelente,1545,Contaminada,30,Excelente,,,"103,75",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4580,PRESA JOSE LOPEZ PORTILLO 1,PACIFICO NORTE,SINALOA,COSALÁ,RÍO SAN LORENZO 1,PRESA JOSE LOPEZ PORTILLO,LÉNTICO (HUMEDAL),PRESA,"-106,80581","24,57212",2012-2021,<2,Excelente,"16,79",Buena calidad,<10,Excelente,"127,5",Buena calidad,<3,Excelente,,,,,"94,9",Excelente,55,Buena calidad,"41,3",Aceptable,,,,,"1,3",Toxicidad baja,"1,3",Toxicidad baja,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCPNO4581,PRESA JOSE LOPEZ PORTILLO 2,PACIFICO NORTE,SINALOA,COSALÁ,RÍO SAN LORENZO 1,PRESA JOSE LOPEZ PORTILLO,LÉNTICO (HUMEDAL),PRESA,"-106,79475","24,58537",2012-2021,<2,Excelente,"18,985",Buena calidad,<10,Excelente,"91,5",Excelente,<3,Excelente,,,,,"89,1",Excelente,"47,1",Aceptable,"35,8",Aceptable,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCPNO4582,PRESA JOSE LOPEZ PORTILLO 3,PACIFICO NORTE,SINALOA,COSALÁ,RÍO SAN LORENZO 1,PRESA JOSE LOPEZ PORTILLO,LÉNTICO (HUMEDAL),PRESA,"-106,76237","24,60864",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,52,Excelente,<3,Excelente,,,,,"100,5",Excelente,"50,45",Buena calidad,"29,7",Contaminada,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Amarillo,"OD%F,",SI,SI,SI,SI,SI,ND,NO,SI,LENTICO
OCPNO4583,PRESA JOSE LOPEZ PORTILLO 4,PACIFICO NORTE,SINALOA,COSALÁ,RÍO SAN LORENZO 1,PRESA JOSE LOPEZ PORTILLO,LÉNTICO (HUMEDAL),PRESA,"-106,74781","24,59264",2012-2021,<2,Excelente,"10,61",Buena calidad,<10,Excelente,69,Excelente,<3,Excelente,,,,,"96,15",Excelente,"40,95",Aceptable,"26,8",Contaminada,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Amarillo,"OD%F,",SI,SI,SI,SI,SI,ND,NO,SI,LENTICO
OCPNO4584,PRESA JOSE LOPEZ PORTILLO 5,PACIFICO NORTE,SINALOA,COSALÁ,RÍO SAN LORENZO 1,PRESA JOSE LOPEZ PORTILLO,LÉNTICO (HUMEDAL),PRESA,"-106,71886","24,62845",2012-2021,<2,Excelente,"11,31",Buena calidad,"11,5",Excelente,110,Buena calidad,<3,Excelente,,,,,"100,95",Excelente,"58,85",Buena calidad,"46,85",Aceptable,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCPNO4585,RIO ELOTA 7,PACIFICO NORTE,SINALOA,CULIACÁN,RÍO HABITAS,RIO ELOTA,LÓTICO,RÍO,"-106,60582","24,39827",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,"1694,5",Contaminada,31,Excelente,,,"101,3",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4586,RIO ELOTA 6,PACIFICO NORTE,SINALOA,COSALÁ,RÍO HABITAS,RIO ELOTA,LÓTICO,RÍO,"-106,64590","24,33562",2012-2021,<2,Excelente,"11,31",Buena calidad,<10,Excelente,2361,Contaminada,109,Excelente,,,"109,8",Excelente,,,,,,,"1,0",Toxicidad baja,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4587,RIO ELOTA SALIDA DE PRESA EL SALTO,PACIFICO NORTE,SINALOA,SAN IGNACIO,RÍO ELOTA,RIO ELOTA,LÓTICO,CANAL,"-106,68166","24,11846",2012-2021,<2,Excelente,"18,235",Buena calidad,<10,Excelente,"1826,5",Contaminada,"46,5",Excelente,,,"85,8",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4588,PRESA AURELIO BENASSINI VIZCAINO 4,PACIFICO NORTE,SINALOA,SAN IGNACIO,RÍO HABITAS,PRESA AURELIO BENASSINI VIZCAINO,LÉNTICO (HUMEDAL),PRESA,"-106,65058","24,13630",2012-2021,<2,Excelente,"25,305",Aceptable,"15,165",Excelente,"398,5",Aceptable,<3,Excelente,,,,,"89,9",Excelente,"74,8",Excelente,"47,5",Aceptable,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCPNO4589,PRESA AURELIO BENASSINI VIZCAINO 3,PACIFICO NORTE,SINALOA,ELOTA,RÍO HABITAS,PRESA AURELIO BENASSINI VIZCAINO,LÉNTICO (HUMEDAL),PRESA,"-106,69051","24,14662",2012-2021,<2,Excelente,"29,315",Aceptable,<10,Excelente,543,Aceptable,<3,Excelente,,,,,"112,3",Buena calidad,"48,7",Aceptable,"32,2",Aceptable,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCPNO4590,PRESA AURELIO BENASSINI VIZCAINO 2,PACIFICO NORTE,SINALOA,ELOTA,RÍO HABITAS,PRESA AURELIO BENASSINI VIZCAINO,LÉNTICO (HUMEDAL),PRESA,"-106,68510","24,13018",2012-2021,<2,Excelente,"33,875",Aceptable,<10,Excelente,381,Aceptable,<3,Excelente,,,,,"112,4",Buena calidad,"47,75",Aceptable,"26,9",Contaminada,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Amarillo,"OD%F,",SI,SI,SI,SI,SI,ND,NO,SI,LENTICO
OCPNO4591,PRESA AURELIO BENASSINI VIZCAINO 1,PACIFICO NORTE,SINALOA,ELOTA,RÍO HABITAS,PRESA AURELIO BENASSINI VIZCAINO,LÉNTICO (HUMEDAL),PRESA,"-106,72610","24,13359",2012-2021,<2,Excelente,"22,575",Aceptable,<10,Excelente,556,Aceptable,10,Excelente,,,,,"101,5",Excelente,"71,9",Excelente,"35,6",Aceptable,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCPNO4592,RIO ELOTA 3,PACIFICO NORTE,SINALOA,SAN IGNACIO,RÍO ELOTA,RIO ELOTA,LÓTICO (HUMEDAL),ARROYO,"-106,69908","23,96000",2012-2021,<2,Excelente,"11,31",Buena calidad,<10,Excelente,2613,Contaminada,161,Buena calidad,,,"94,9",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4593,PUENTE INTERNACIONAL. (PUENTE ELOTA),PACIFICO NORTE,SINALOA,ELOTA,RÍO ELOTA,RIO ELOTA,LÓTICO (HUMEDAL),RÍO,"-106,71391","23,95843",2012-2021,<2,Excelente,"20,35",Aceptable,<10,Excelente,9208,Contaminada,3654,Fuertemente contaminada,,,"92,5",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
OCPNO4594,RIO ELOTA 2,PACIFICO NORTE,SINALOA,ELOTA,RÍO ELOTA,RIO ELOTA,LÓTICO (HUMEDAL),RÍO,"-106,77063","23,93017",2012-2021,<2,Excelente,"16,04",Buena calidad,"11,5",Excelente,1981,Contaminada,85,Excelente,,,"96,5",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4597,RIO ELOTA 1,PACIFICO NORTE,SINALOA,ELOTA,RÍO ELOTA,RIO ELOTA,LÓTICO,RÍO,"-106,89177","23,90708",2012-2021,4,Buena calidad,"23,65",Aceptable,40,Buena calidad,5172,Contaminada,132,Buena calidad,,,"92,2",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4598,LA CRUZ,PACIFICO NORTE,SINALOA,ELOTA,RÍO ELOTA,RIO ELOTA,LÓTICO (HUMEDAL),RÍO,"-106,91743","23,89890",2012-2021,<2,Excelente,"13,61",Buena calidad,"12,2",Excelente,4618,Contaminada,292,Buena calidad,,,"86,5",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4600,DESEMBOCADURA RIO ELOTA,PACIFICO NORTE,SINALOA,ELOTA,RÍO ELOTA,TRANSICION RIO - MAR,LÓTICO - COSTERO (HUMEDAL),ESTERO,"-106,93054","23,87909",2012-2021,<2,Excelente,"35,67",Aceptable,"25,6",Buena calidad,9804,Contaminada,"171,5",Buena calidad,30,Excelente,"77,2",Excelente,"98,4",Excelente,,,,,"1,6",Toxicidad moderada,<1,No Toxico,,,,,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",SI,SI,SI,NO,SI,SI,SI,SI,COSTERO
OCPNO4601W1,SISTEMA LAGUNAR CEUTA 1,PACIFICO NORTE,SINALOA,ELOTA,GRUPO DE CORRIENTES TEMPEHUAYA,CUERPO DE AGUA DEL HUMEDAL,LÉNTICO - COSTERO (HUMEDAL),LAGUNA,"-106,97966","23,93120",2012-2021,,,,,"55,71",Buena calidad,24196,Fuertemente contaminada,,,10,Excelente,,,"127,5",Aceptable,,,,,,,,,,,,,"1,4",Toxicidad moderada,<1,No Toxico,Amarillo,"CF,",ND,ND,SI,NO,ND,SI,SI,SI,COSTERO
OCPNO4602W1,SISTEMA LAGUNAR CEUTA 2,PACIFICO NORTE,SINALOA,ELOTA,GRUPO DE CORRIENTES TEMPEHUAYA,CUERPO DE AGUA DEL HUMEDAL,LÉNTICO - COSTERO (HUMEDAL),LAGUNA,"-107,05099","23,99353",2012-2021,,,,,68,Buena calidad,"1892,5",Contaminada,10,Excelente,<3,Excelente,,,"77,25",Excelente,,,,,,,,,<1,No Toxico,,,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",ND,ND,SI,NO,SI,SI,SI,SI,COSTERO
OCPNO4603,BOCA-BC,PACIFICO NORTE,SINALOA,CULIACÁN,GRUPO DE CORRIENTES TEMPEHUAYA,BAHIA DE CEUTA,COSTERO (HUMEDAL),BAHIA,"-107,19685","24,10416",2012-2021,,,,,"20,335",Excelente,36,Excelente,,,<3,Excelente,,,"98,15",Excelente,"92,535",Excelente,"90,65",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPNO4604,RIO PIAXTLA 1,PACIFICO NORTE,SINALOA,SAN IGNACIO,RÍO PIAXTLA 2,RIO PIAXTLA,LÓTICO (HUMEDAL),RÍO,"-106,78793","23,72559",2012-2021,<2,Excelente,"14,48",Buena calidad,28,Buena calidad,3873,Contaminada,262,Buena calidad,,,"97,3",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4605,DIMAS,PACIFICO NORTE,SINALOA,SAN IGNACIO,RÍO PIAXTLA 2,RIO PIAXTLA,LÓTICO (HUMEDAL),RÍO,"-106,77763","23,73387",2012-2021,<2,Excelente,"16,16",Buena calidad,"39,165",Buena calidad,"2501,5",Contaminada,"92,5",Excelente,,,"100,55",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4607,DESEMBOCADURA RIO PIAXTLA,PACIFICO NORTE,SINALOA,SAN IGNACIO,RÍO PIAXTLA 2,TRANSICION RIO - MAR,LÓTICO - COSTERO (HUMEDAL),ESTUARIO,"-106,80186","23,70954",2012-2021,<2,Excelente,"12,96",Buena calidad,<10,Excelente,4229,Contaminada,120,Excelente,<3,Excelente,"101,7",Excelente,"99,2",Excelente,,,,,"1,1",Toxicidad baja,<1,No Toxico,,,,,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",SI,SI,SI,NO,SI,SI,SI,SI,COSTERO
OCPNO4609,RIO PIAXTLA CARRETERA INTERNACIONAL,PACIFICO NORTE,SINALOA,SAN IGNACIO,RÍO PIAXTLA 2,RIO PIAXTLA,LÓTICO,RÍO,"-106,62000","23,88507",2012-2021,<2,Excelente,16,Buena calidad,<10,Excelente,2755,Contaminada,145,Buena calidad,,,"98,2",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4610,RIO PIAXTLA 3,PACIFICO NORTE,SINALOA,SAN IGNACIO,RÍO PIAXTLA 2,RIO PIAXTLA,LÓTICO,RÍO,"-106,53532","23,94011",2012-2021,<2,Excelente,"18,841",Buena calidad,31,Buena calidad,3082,Contaminada,"265,5",Buena calidad,,,"98,9",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4611,RIO PIAXTLA 2,PACIFICO NORTE,SINALOA,SAN IGNACIO,RÍO PIAXTLA 2,RIO PIAXTLA,LÓTICO (HUMEDAL),RÍO,"-106,43620","23,93410",2012-2021,<2,Excelente,"17,096",Buena calidad,19,Excelente,6488,Contaminada,624,Aceptable,,,"103,45",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4613,RIO PIAXTLA 4,PACIFICO NORTE,SINALOA,SAN IGNACIO,RÍO PIAXTLA 2,RIO PIAXTLA,LÓTICO (HUMEDAL),RÍO,"-106,41370","23,94448",2012-2021,<2,Excelente,"16,364",Buena calidad,"22,165",Excelente,1850,Contaminada,63,Excelente,,,"103,3",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4614,PRESA PICACHOS,PACIFICO NORTE,SINALOA,CONCORDIA,RÍO PRESIDIO 1,PRESA,LÉNTICO (HUMEDAL),PRESA,"-106,19550","23,51650",2012-2021,"2,285",Excelente,"22,09",Aceptable,<10,Excelente,262,Aceptable,<3,Excelente,,,"51,535",Buena calidad,"100,6",Excelente,"53,2",Buena calidad,"31,5",Aceptable,"1,6",Toxicidad moderada,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCPNO4615,RIO PRESIDIO 5,PACIFICO NORTE,SINALOA,CONCORDIA,RÍO PRESIDIO 1,RIO PRESIDIO,LÓTICO (HUMEDAL),RÍO,"-106,20435","23,47734",2012-2021,<2,Excelente,"12,4416",Buena calidad,<10,Excelente,1331,Contaminada,10,Excelente,,,"103,4",Excelente,,,,,,,"1,4",Toxicidad moderada,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4616,RIO PRESIDIO 4,PACIFICO NORTE,SINALOA,CONCORDIA,RÍO PRESIDIO 1,RIO PRESIDIO,LÓTICO,RÍO,"-106,20650","23,40973",2012-2021,<2,Excelente,"11,65",Buena calidad,<10,Excelente,1164,Contaminada,"30,5",Excelente,,,"115,6",Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4617,RIO PRESIDIO 3,PACIFICO NORTE,SINALOA,MAZATLÁN,RÍO PRESIDIO 2,RIO PRESIDIO,LÓTICO (HUMEDAL),RÍO,"-106,24526","23,34692",2012-2021,<2,Excelente,"14,515",Buena calidad,10,Excelente,1866,Contaminada,41,Excelente,,,"98,1",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
